,id,description,price,predict,price_diff
17,625128362017623040,"Thoughtfully designed with bespoke finishes, modern furnishings, and a fully-equipped kitchen, you鈥檒l enjoy that I鈥檓 home feeling with this Boomerang apartment. Whether you鈥檙e lounging in your pretty living room streaming the latest and greatest entertainment on the smart TV, or getting some well-earned rest on the superior quality mattress with luxury linens, you鈥檒l fall in love with everything this apartment has to offer.",289,280.4686666666667,-8.531333333333293
18,6693612,"Clean and comfortable one bedroom apartment in the heart of NYC.  Midtown west. Just 5-10 minutes walking distance to Empire State Building, Penn Station, Times Square, etc. Easy access to all major subways.<br /><br /><b>The space</b><br />The apart is 5 mins walking distance to Hudson  yards the vassal and the edge view<br /><br /><b>Guest access</b><br />Is a laundromat at the first floor",160,190.0,30.0
19,579781400701491968,"Spacious one bedroom apartment in the beautiful Washington Heights neighborhood. Located close to restaurants, parks and convenient metro transportation.",153,163.875,10.875
20,53953669,"We are the community-oriented Coliving company that offers the easiest way to rent your room or bed, with the possibility to move-in even within a few hours. We offer the most affordable prices with great quality of service and it's the best value for money.<br />As our resident, you鈥檒l enjoy free unlimited access to 90+ GYMs as well as multiple co-working spaces around New York City. This is a unique offer on the market!<br /><br /><b>The space</b><br />HOME<br />Our Manhattan Columbus Home is a beautiful apartment located on the upper west side of Manhattan, which will make your everyday life as comfortable as it possibly can be: weekly cleaning, all great sized and well-designed private rooms with a queen-size bed, comfortable transportation, spacious living room with smart TV. You will pay a flat monthly fee and everything comes included. No utility bills, no unexpected maintenance costs.<br />BEDROOM<br />You will be accommodated in a private bedroom with a queen-size bed, desk, n",89,84.66079166666667,-4.339208333333332
21,9976820,"Great space to be based out of for your travels as you explore NYC! Near great shopping and conveniently located near public transit for easy access to restaurants and nightlife. Safe and relatively quiet neighborhood.<br /><br /><b>Guest access</b><br />You'll get this room all to yourself, and share the kitchen, bathroom, and living room space with one female apartment mate. She's in her 30s, quiet, and often out of the apartment.",90,71.175,-18.825000000000003
22,4719825,"Comfortable and roomy true 1BR (exposed brick, faux fireplace, separate fully stocked kitchen) in brownstone on UWS is ideal for a visit to NYC. One block from 1-train (15 min to Times Sq), 1 block from Riverside Park, & 6 blocks from Central Park<br /><br /><b>The space</b><br />1-flight up from entrance in nice brownstone building<br />Spacious living room with AC<br />nice bedroom with big closet<br />Separate Kitchen, fully stocked with all supplies<br />Big screen TV, Apple TV with Netflix and HBOGO<br />Comfortable Pottery Barn couch and antique leather club chair<br /><br /><b>Guest access</b><br />Laundry Room (coin operated)",160,204.37625,44.37625
23,16874685,"My place is right in the heart of New York City. Close to the Empire State Building, Shake Shack, Herald Square, Macy's, Madison Square Garden, Madison Square Park, Flatiron. You鈥檒l love my place because of the neighborhood, the light, the convenience and the sick view of the Empire State Building from the roof. My place is good for couples and solo adventurers. <br /><br />The sofa is in the bedroom - that is NOT the living room - the bedroom is just so huge!",120,155.1375,35.13749999999999
24,29680716,"Beautifully renovated 1 bedroom home near flatiron. Queen sized bedroom. Sunny and smartly designed! Brand new everything!<br />Huge smart tv, free fast WiFi! Memory foam mattress. Steps to the subway. Empire State Building, Madison square park, flatiron and best restaurant and bars that New York has to offer<br /><br /><b>The space</b><br />Beautiful 1 bedroom sleeps 4 people! 2 In bedroom and 2 in living room.<br /><br /><b>Guest access</b><br />The whole apartment<br /><br /><b>Other things to note</b><br />2 floor walk up",249,243.55777777777777,-5.442222222222227
25,54328203,"My place is a spacious, peaceful, and well lit haven tucked away from the bustling bars & restaurants of second avenue and just 10 minutes walk to central park.<br /><br /><b>The space</b><br />Large studio with tons of natural light that includes full service kitchen, large bathroom, large selection of books, TV, Espresso maker, Queen Bed<br /><br /><b>Guest access</b><br />Located right next to two subway stations. Tons of bars & restaurants in walking distance. And central park is a 10 minute walk",125,213.42322500000003,88.42322500000003
26,49351916,"LUXURY Condo building with 24-Hour Doorman, ELEVATORS, Laundry.<br />Beautiful LARGE and comfy Studio with nice Open city View.<br /><br />- Prestigious Central Midtown East location near ALL!<br />- Walk to Central Park, United Nations, Shopping, Rockefeller Center, Times Square, Museums, Movie, Nightlife, Supermarkets, Restaurants, Cafes<br />- Oversized Windows, Central A/C, Plenty of Closets<br />- Fully equipped Kitchen w full-size appliances, dishwasher<br />- QUEEN size bed, Sofa, table, chairs, dresser, WiFi, smart TV<br /><br /><b>The space</b><br />LUXURY Condo building with 24-Hour Doorman, Elevators, Laundry, Live-in Super.<br /><br />FURNISHED Extra LARGE Studio with nice Open city View and lots of Natural LIGHT.<br />Queen size bed that sleeps two, Couch, Table with chairs, Dresser, smart TV, WiFi.<br /><br />Prime Midtown East location. Walk to Central Park, Rockefeller Center, United Nations, Grand Central terminal, Bloomingdales, Museums, Shopping, Restaurants... Best ",260,364.2925,104.29250000000002
27,558934184388886016,"The Best of Both Worlds. The tranquility of a Garden Apartment with ample space, Master Suite with King size bed, Fun room with bunk beds, 3rd convertible bedroom and a private gym! Just steps away from the subway station (the 1 train on Red line), all convenience stores and Riverbank State Park Sports Complex for more fun with Pools, Running Track, Ice Rink, Playground and more. This beautiful place is available during select periods only, so make sure to book in advance!",220,479.29,259.29
28,23560164,"***Best location in New York City***<br /><br />PRIVATE bathroom and PRIVATE bedroom. French Window(ceiling to floor). Elevator access. One of the most LUXURY apartment building in midtown!! Perfect for family/couple stay!<br /><br />1 block from Penn Station and Subway station: BDFM/NQRW/ACE (almost every train in NYC)<br />1 block from Madison Square Garden(MSG)<br />1 block from Korean Town <br />2 blocks from EMPIRE STATE BUILDING (actually you can see this landmark from our window;)))<br />6 blocks from Time Squares<br /><br /><b>The space</b><br />Private bedroom with a KING sized bed.<br />Full-access living room w/ 2 couches.<br />Our place can fit up to 4 people to stay.<br /><br /><br />If you are tired at night, watch a movie with our 55-inch TV screen and unlimited Netflix access. We have tons of books ranging from poems, detectives novels to financial investments. Ace clubs around Ktown should keep you busy at night if you are want to go out. <br /><br />100% noise free. V",186,197.06,11.060000000000002
29,18961,"This is a great fully furnished studio, lots of natural light during the day. Quiet and peaceful at night. Its the perfect location to see the city from and a cozy and clean space to stay in.<br /><br /><b>The space</b><br />Great Gramercy Furnished Studio in Wonderful shape and ready to move in!<br /><br />Located in the rear of  a quiet building  on 24th  Off 3rd Ave this is a wonderful location and a great space to call home.  <br /><br />The apartment comes fully furnished with:<br />*Full size bed with Down comforter and sheets<br /> *Hard wood floors, great open space<br />*Flat screen HDTV with DVD Cable TV and High speed WIFI<br />*Good Sized fully functional kitchen (pots pans microwave stove full fridge) <br />*Hair dryer<br /><br />The Gramercy/Flatiron district is one of the most desirable areas of NYC, local to many amazing restaurants and nightlife as well as Madison square park, Union Square, and easy transportation with the 6,N,Q,R,W trains a short 5 minute walk away ma",95,91.3525,-3.6474999999999937
30,53693128,"Welcome to the Byron House our Wonderful 3 BR duplex in the heart of Harlem. Carefully curated to maximize the enjoyment of our guests. Perfect families or the executive searching for a convenient space in the city. Quick walk to the 2/3 train, 4/5/6 train or Metro North. Large Living Room Space, spacious full kitchen and elegant dining space with full table and 3 beautiful bedrooms located upstairs. <br /><br />Note: For bookings under 30 Days, under NYC Law, the owner must be present during the stay.<br /><br /><b>The space</b><br />This space has been carefully curated. The living room has a large sofa for relaxing and deep conversations. We have a full kitchen for those that are culinary inclined and our master bedroom includes a California closet system. Every room has luggage racks and the house has 3 Televisions and super fast WiFi.<br /><br /><b>Guest access</b><br />Guest can access all parts of the house. As this our home, we have 3 locked closets for storage.<br /><br /><b>O",400,261.8925,-138.10750000000002
31,44486985,"Open the door to a lush serene respite shelter among  the towering New York high-rises and find a cozy & gracious home away from home. Enjoy our beautifully remodeled and amazingly centrally located meditation apartment with your own private shrine for contemplative practice. You can retreat from the busyness of New York everyday life and, within a few minutes walk step into the greenery of Central Park, the Conservatory Garden, or back in the bustle of Museum Mile, Harlem, or Uptown.<br /><br /><b>The space</b><br />The space<br /><br />Ours is a cozy yet spacious two-bedroom apartment in the heart of New York City. The apartment has been tastefully remodeled, the space reflects a nature-loving aesthetic of meditative and serene art and culture. <br /><br />East Harlem is a family and vibrant neighborhood just steps of Central Park, amazing restaurants, and Museum Mile with the MET, the Museo del Barrio, Harlem Studio, the Museum of Natural History, etc. The neighborhood is extremely ",150,204.2675,54.26750000000001
32,287408,"<b>The space</b><br />My adorable 400 square foot studio apartment is available while I am away.  You will have the entire apartment to yourself for the duration of your stay!<br /> <br />The apartment is very pretty, feminine and whimsical.  The building is quiet and neighbors are friendly.  Every kind of comfort you could wish for is within a couple blocks.  <br /><br />The building is in the heart of Hell's Kitchen, just a couple blocks west of Times Square - but removed from all of the crowds.  (The neighborhood is also referred to as 'Midtown West', 'Clinton', and/or the 'Theatre District'. ) <br /><br />Every Broadway theatre is within easy walking distance, as well as Times Square, Radio City Music Hall, Rockefeller Center, every major subway line, Port Authority, Penn Station, Restaurant Row, The Javitts Center, and plenty of amazing restaurants- specific recommendations by request!<br /><br />GREAT LOCATION!!!! <br />Wifi and utilities included, A/C in the summer months (unit ",175,186.805,11.805000000000007
33,40705032,"Newly renovated and newly furnished Duplex 1BR apt with privet huge outdoor space! with all necessary amenities and unbeatable location near 4,5,6 and Q train and Central Park, Frick Collection, Metropolitan Museum, numerous restaurants and shops. Apartment has everything you might need during your extended stay. It is a great alternative to hotel. You鈥檒l love my place because of the comfort, light, & Peace and Chique.<br /><br /><b>The space</b><br />The space<br /><br />This Private duplex 1BR apt is located on prime upper east on the Upper East Side area included full kitchen and full bathroom.<br /><br />Unbeatable location: 10 min to Central Park, Hunter College, NY Presbyterian/Cornell Hospital, lots of restaurant grocery stores bars and shopping stores...<br /><br />The apartment is fully furnished. The kitchen is fully equipped with a large refrigerator, stove top, oven, coffee maker, toaster, microwave, and all the utensils and cutlery you might need during your stay. We also ",185,317.8975,132.89749999999998
34,603354533126082944,"Spacious 3 bedroom right in the middle of the NYC action! Just blocks from Times Square!<br /><br />This location is really amazing for anyone visiting NYC. 5-10 mins walking to Times Square, MSG, Penn Station, Javits Center, Herald Square, Macy's, High Line Park, Bryant Park, Empire State Building, Chelsea, Theatre District, Hudson Yards, plus tons of art galleries, bars and restaurants.<br /><br /><b>The space</b><br />Discover a one-of-a-kind 3 bedroom, 1 bathroom loft in one of the most sought after neighborhoods in New York City. The space features well-proportioned bedrooms (by NYC standards!) w/ ample natural light, and a fully loaded kitchen! It's quite spacious for a 3BR in the center of Manhattan. One bedroom has queen bed, two has a full/double bed, and the couch can sleep one more.",481,451.6075,-29.392499999999984
35,651331329723330048,"The Herald Square Hotel in New York city is the dream destination of travelers who are looking to explore the city! Located in Midtown Manhattan, the Herald Square Hotel boasts a convenient location within walking distance of Times Square, Rockefeller Center and Broadway.<br /><br />This hotel has stylish guest rooms designed with modern comfort in mind, including free high-speed Internet access and cable TV with premium channels.",131,246.42974999999998,115.42974999999998
36,253590,"<b>The space</b><br />One bedroom available  on the Upper West Side .<br />The apartment is within walking distance to Central Park/ Riverside Park. The apartment has a large 1 bedroom, with queen size bed,  A full size living room with a non convertible couch, a eat in  dining room and kitchen.<br />There is also Wifi and everything you'll need if you need to cook.<br />The kitchen has stainless steel appliances, furnished with all towels, linens,plates, cookware etc.. <br />subway (local and Express lines) 3 subway stops to Times Square.<br /><br /><b>Guest access</b><br />Full apartment",205,170.3725,-34.6275
37,16826741,"My home is a large and peaceful one bedroom in New York's famous Flatiron district. My home is in an elevator building, and my apartment faces the courtyard, which makes it extra quiet. I'm only a stone's throw from the best the city has to offer - restaurants, fine dining, entertainment, attractions, and more are all easily accessible! Come stay and see for yourself :)<br /><br /><b>The space</b><br />My home is on the top floor of an elevator building, so the natural light is great! My bedroom features a very comfortable bed that can sleep two, and my spacious living room can accommodate a queen sized air mattress for families with children or groups of more than two.<br /><br /><b>Guest access</b><br />Guests will have access to most every part of my apartment. I live here full time, so please use common sense and be respectful of/do not go through my belongings, particularly in the large closet in the hallway of my apartment and underneath furniture. I will push my clothing to one ",155,157.08,2.0800000000000125
38,610863338159377024,"Pod Pads are fully furnished apartments located at the top of Pod Times Square Hotel (23rd floor & higher).<br /><br />This listing is for a two bedroom, two bath apartment with city views.<br /><br /><b>The space</b><br />Pod Pads are surprisingly spacious and  come equipped with everything you need. These apartments have all the innovative features that make Pod Hotels special! <br /><br />+ Fully furnished with designer fixtures and top of the line appliances including Bertazzoni ovens, Blomberg dishwashers and refrigerators, paneled with custom millwork.<br />+ Dishware and cookware <br />+ Individual bedroom climate control<br />+ Flat screen TV in living & bed room(s)<br />+ Package and mail receiving<br />+ Highrise views<br />+ High speed Wi-Fi<br />+ Premium cable<br />+ Landline with local calling<br /><br /><b>Guest access</b><br />This listing is for the whole two bedroom, two bathroom apartment. Laundry, gym, and an indoor/outdoor lounge are available for resident only use",306,378.83875,72.83875
39,13415100,"This hard to come by 3 bedroom 1.5 bathroom furnished floor through apartment is located in the heart of Midtown South. The property is located in a classic townhouse building on East 31st street off of Park Avenue.<br /><br />The apartment is located on the 4th floor of the building and features a spacious living room, dining space, kitchen, three bedrooms with queen size beds, one full size bathroom with toilet and shower, and another half bathroom with a shower for your convenience.<br /><br /><b>Other things to note</b><br />Please be advised that monthly utilities are not included and added to your total. This property is an additional $250.00 per month for gas, electric, WiFi, and TV services.",216,255.0275,39.0275
40,705961847414830976,Enjoy a stylish experience at this centrally-located place.,315,328.565,13.564999999999998
41,698399869293218048,"Welcome to my art studio, a bright, airy and spacious open plan space in historic Harlem, 8 mins walk from Central Park, and 2 minutes walk from 110th Street subway station. Perfect space for 2 or 4 people for a weekend stay in the big apple! If you are 3 or more people the second bed is a comfortable queen-sized air mattress. You'll have access to a fully equipped kitchen. If you need to work, there is a separate desk space at the other end of the studio. <br />Pet friendly.<br /><br /><b>The space</b><br />You can use the whole space. Feel free to make yourself at home, find a space to relax in the middle of a busy New York City. <br />Walk to Central Park and have an explore, experience the history of Harlem up town or downtown head to Manhattan and make some memories.<br /><br /><b>Guest access</b><br />You only have access to my apartment in this building.<br /><br /><b>Other things to note</b><br />Usually I live here with my cat. So if you have allergies this place might not wor",150,242.7775,92.7775
42,39460155,"鈥	Bright, cozy one-bedroom for one person.  Just on the cusp of the Upper East Side and East Harlem, four little blocks from Central Park @ the Reservoir. Conservatory Garden on Fifth Avenue @ 103 St.   Near Mt. Sinai Hospital and 92nd St. Y with gym.  Eat in kitchen, single bed in bedroom.  Very comfortable couch in living room.  Flat-screen TV/internet available.<br /><br /><b>The space</b><br />The apartment is small and ""cozy""!  360 sq. feet.  Southern exposure in living room.  Library of sexuality books available for use.   Shower and tub in the kitchen, toilet room off of the back of the bedroom.<br /><br /><b>Guest access</b><br />Access for entire apartment.<br /><br /><b>Other things to note</b><br />Classic NYC fifth floor walk-up.   Many reasonably priced restaurants in the area plus Westside Market, Carnegie Market, Whole Foods and New York's classic Fairway market on 86th Street.  Several Citi Bikes locations nearby.   <br />Classic NYC fifth floor walk-up.",42,131.505,89.505
43,644029186590595968,"Entire place available in the heart of Manhattan. The apt is a 1 bedroom with also a couch bed that can host up to 4 people. <br />Location is great 8 minute of walk from nearest trains, 10 minutes to Times Square and 15 minute of walk to Central Park. One blocks away to the center restaurant area Hell鈥檚 Kitchen. In the heart of Manhattan, this apartment is in a courtyard so it鈥檚 pretty quite for his location.<br /><br /><b>The space</b><br />The apt is cozy and spacious including 1 private bedroom with a full size bed, 1 couch/couch bed, study desk, dining table, 1 bathroom and fully equipped kitchen.<br /><br /><b>Guest access</b><br />Access to all spaces of the house.",309,305.54395,-3.4560500000000047
44,41127989,"If you are planning to visit New York and want to try an alternative to hotels you have come to the right place. We offer self-catered vacation rentals located in an unbeatable area of Midtown Manhattan just two blocks away from the Empire State Building.<br /><br /><b>The space</b><br />This 1-bedroom studio comes with a kitchenette, private bathroom, free WiFi, TV, AC, 2 Full beds and a twin bunk bed, clean sheets / linens and towels. The building has 3 elevators, concierge 24/7, security cameras and one laundry room. You can just walk and visit some of the most popular attractions such as The Empire State Building, Times Square, Madison Square Garden, Bryant Park, Flatiron Building, Grand Central, Herald Square... all just minutes away by walking. One of the subway stations is located really close to the studio. We will wait for you at the apartment to give you the keys and some additional information you may need.",276,337.2875,61.28750000000002
45,675909556455721984,"Our apartment is located near the Cental Park. Walking distance to everything, major subway lines. Lively nightlife with plenty of bars and restaurants nearby.<br /><br />鉁 2 Comfortable Bedrooms<br />鉁 1 Bathroom<br />鉁 Fully Equipped Kitchen<br />鉁 High-Speed Wi-Fi<br />鉁 Smart TV<br /><br /><b>The space</b><br />Fully furnished two berdroom apartment with your own Kitchenette allow you to rest and relax after an unforgettable day in New York.<br /><br />鈽 LIVING ROOM + KITCHEN 鈽<br /><br />鉁 Comfy Sofa with Pillows<br />鉁 Dining Table<br />鉁 Microwave<br />鉁 Stove<br />鉁 Oven<br />鉁 Refrigerator<br />鉁 Dishwasher<br />鉁 Coffee maker<br />鉁 Sink - Hot & Cold Water<br />鉁 Glasses<br />鉁 Silverware<br />鉁 Pots & Pans<br /><br />Have a couple of drinks enjoy a gourmet meal with your loved ones.<br /><br />鉁 Dining Table with Seating for 6<br /><br />鈽 SLEEPING ARRANGEMENTS 鈥 2 BEDROOMS + LIVING ROOM 鈽<br />The apartment features two cozy furnished bedrooms with an additional living room",395,292.415,-102.58499999999998
46,48733636,"Furnished studio with Full size bed located in the heart of Manhattan! Right by subways, supermarket across the street, weekly cleaning and full-time superintendent on premises. Desk, small kitchen with coffee maker, mini refrigerator, microwave, bed sheets washed weekly, TV with cable and HBO, high speed internet, AC, heat and hot water. There is no parking on premises, but there is a meter parking and some parking garage nearby. No Pets allowed. 30 days stay minimum.",86,102.0325,16.0325
47,702140026831965056,King sized sofa bed in the living room!! No divided area. Share kitchen and bathroom. Providing towels and toiletries.,60,113.3125,53.3125
48,689818032227800064,"Centrally located in New York City鈥檚 Chelsea district, the building offers its guests the best of both worlds. Featuring both building and unit amenities for the best experience.<br />Features Include:<br />鈥Full Kitchen w Stainless Steel appliances<br />鈥Free Wi-Fi<br />鈥Linens & Towels<br />鈥Rooftop Terrace<br /><br /><b>The space</b><br />Residents can relax in the intimate atmosphere of a boutique building, while maintaining access to world-class galleries, dining, and shopping merely steps away from the building鈥檚 ultra-modern lobby. Guests can enjoy all the amenities of home in their fully furnished apartment; including hardwood floors, stainless steel appliances, granite countertops, and spacious closets. Take a short trip up to the rooftop terrace and enjoy sweeping views of the Manhattan skyline. Our 24-hour customer and concierge services, perfect location, unrivaled amenities, and easy access to the 23rd Street PATH Station and the Herald Square Subway Station makes this the",580,440.9397291666667,-139.06027083333328
49,687073063266998016,safe quiet tourist area with the best view of new york <br />comfortable room with a view of new york city has 1 queens bed 2 nigth table 1 smart tv 42鈥 s mall fridge living room microwave kitchen coffee maker 15 minutes from time square Manhattan 24 hour bus transportation near restaurants delis parque,75,108.155,33.155
